plantBEC,seedBEC,HTp
SBSmc3,ICHmw3,0.977121111
ESSFdc3,ICHmk2,0.97706709
ESSFdvp,ESSFdv1,0.977061264
ESSFdcw,ESSFdc1,0.977044511
ESSFwc3,CWHwm,0.977034602
ESSFwm3,ICHmw4,0.977014231
ESSFmmw,ESSFwh3,0.977014012
MHun,ICHwc,0.976937039
IDFxx2,ICHxw,0.976930111
ESSFmmp,ESSFwc4,0.976850868
ESSFxcw,ESSFdc1,0.976806535
ESSFxv1,ESSFmk,0.976794674
ESSFwm1,ESSFwh1,0.976783682
IDFdk4,SBSmh,0.976750313
ESSFxc2,ICHmk1,0.97673003
IDFdm1,IDFxh1,0.976705019
ESSFxvp,ESSFmkw,0.976696676
SBSdk,SBSdw1,0.976692798
ESSFmmw,ESSFdk1,0.976686601
ESSFxv2,ESSFdv2,0.976646781
SBSwk2,SBSwk1,0.976635549
ESSFwmp,ESSFdc1,0.976620877
ESSFmv1,ICHwk3,0.976616411
ICHmc1,CWHws1,0.976610926
ESSFwc4,ESSFwh1,0.976578613
IDFdk4,IDFdk3,0.976576566
ESSFdk2,ESSFwm1,0.97656312
MSdm3,ICHxm1,0.976557955
ESSFmv2,CWHwm,0.976556105
SWBuns,ESSFun,0.976554066
ESSFmmw,ESSFwcw,0.976534671
ESSFdcp,ESSFmw1,0.976525397
ESSFwvp,MHmm2,0.97651781
CWHmm2,CWHvm1,0.976494517
ESSFwk1,ICHwk1,0.976471914
SBSdw1,ICHmw3,0.976459203
ESSFmv2,CWHws2,0.976458746
CWHvm1,CWHvh1,0.976450426
ESSFdcp,ESSFvc,0.976444723
ICHmk3,ICHdw4,0.976431036
ESSFwcp,ESSFwk1,0.976414284
ESSFdcp,ESSFmw,0.976406484
IDFdk4,IDFdk2,0.976382181
ESSFxv1,ESSFdc1,0.976339284
SBPSmc,SBSmw,0.976333518
ESSFwm4,CWHms1,0.976330432
ESSFmm3,ESSFwm4,0.976326855
ICHmk2,ICHxm1,0.976319627
SBPSmc,SBSdw2,0.976313932
MSdw,ICHdw3,0.976293731
IDFmw2,ICHxm1,0.976266302
CWHwh2,CWHvm2,0.976219666
SBSmk1,SBSdh1,0.976213428
ESSFmm3,ESSFwc2,0.976188579
ESSFxc1,ICHmk1,0.976133442
ESSFmw2,ESSFmw1,0.976108817
SBPSxc,IDFdk5,0.976038915
SBPSxc,IDFdk2,0.97602384
ESSFxcp,MSdc3,0.976012568
MSdk,MSdw,0.975977144
ESSFmk,ICHwk4,0.975976027
IDFdk1,IDFdm2,0.975965642
MSxk1,ICHmw5,0.975951026
ESSFwc4,ICHwk1,0.975859516
SBSmm,ICHmk1,0.975852551
ESSFdc3,MSdm1,0.975813646
BWBSwk1,ICHmm,0.975793887
MSdc2,CWHds2,0.975708398
SBSwk3,SBSmw,0.975702581
MSxv,ESSFmh,0.975701078
CWHms1,CWHms2,0.975675883
SBSmm,ICHwk1,0.975643176
ICHmk2,CWHds2,0.975619002
MSdv,ESSFmw1,0.975613894
ESSFxcw,ESSFdv1,0.97560893
ESSFwc3,ESSFwk1,0.975606651
ICHmm,ICHwk1,0.975575767
ESSFdcw,CWHms1,0.975570664
ESSFxc2,ICHmk3,0.975565997
ESSFdv1,MSdc3,0.975537375
MSdm1,ICHxm1,0.975497832
ESSFxv2,ESSFmk,0.975480868
ESSFwcw,CWHws2,0.975475238
IDFxh2,IDFww1,0.975467849
ESSFwk2,CWHws2,0.975465047
ICHmw4,CWHds1,0.975451939
ICHmw5,ICHdw4,0.975443694
BWBSwk1,SBSvk,0.975439835
ICHdw3,ICHdw1,0.975421044
ESSFxc3,ESSFdc3,0.975420099
ESSFwv,ICHwk4,0.975413151
ESSFdk2,ICHwk3,0.975395861
IDFdk2,ICHdw1,0.975392044
ESSFmc,ICHvk2,0.975391144
ESSFdc2,MSdm1,0.975390907
ESSFwv,ICHwc,0.975389525
ESSFdvw,ESSFdv1,0.975357397
ESSFmk,CWHws1,0.975350136
ESSFxc3,MSdm2,0.975331042
ICHwk3,CWHws1,0.975297964
SBSmc2,ICHdk,0.97529032
ESSFdvw,MSdc2,0.975289802
MSxk3,ESSFdh1,0.975258432
ESSFxcw,ESSFdh1,0.975246699
ESSFdc2,CWHds2,0.975224164
MSdv,MSdm2,0.97514993
SBSdw1,SBSmh,0.975130259
SBSdh1,ICHdw4,0.975123842
ESSFwc2,ICHmw4,0.975120876
ESSFxvw,ESSFdc1,0.975113393
ESSFmw1,ESSFdh1,0.975098101
IDFxh2,IDFxc,0.975087032
ESSFxvp,ESSFdcw,0.975086337
ICHmk1,ICHmw2,0.975083759
ESSFdv2,ESSFmh,0.975034976
BWBSwk1,ICHvk2,0.975014125
ESSFdv2,ESSFdc2,0.975010214
ICHmk5,ICHdm,0.975003219
ESSFdc3,ICHmw4,0.974992368
ESSFmv2,ICHvc,0.974987103
ESSFxcp,ESSFxv1,0.974981598
ESSFxcw,MSdc2,0.974949782
CWHds1,CWHds1,0.974933207
MSxk3,IDFdk2,0.974894287
ESSFmk,ICHwk3,0.974883303
ICHmk5,ICHmk1,0.974875832
MSxk3,ICHdk,0.974839504
ESSFxv1,ESSFwh1,0.974813516
SBPSmk,ICHmk1,0.974811969
IDFdk3,IDFdm1,0.97480702
CWHvm1,CWHdm,0.974798815
ESSFmcw,ESSFwv,0.974796358
ESSFxvp,ESSFdv2,0.974783866
SBPSmk,ICHwk2,0.974777617
ESSFwc2,ESSFwh1,0.974755893
ESSFwvw,ICHvc,0.97472868
ESSFwh1,ICHmw2,0.974725679
ESSFdkw,ESSFdk2,0.974691881
SBPSdc,ICHmc2,0.974648923
SBSmm,ICHdm,0.974624683
SBSdh1,ICHdw3,0.974594498
ICHvc,CWHws1,0.974582214
ESSFxcp,ESSFxc1,0.974574502
ESSFwm2,ESSFwh2,0.974568072
ESSFwm3,CWHms1,0.974535846
MSxv,SBSdw1,0.974525283
ESSFmcw,ICHwc,0.974496968
ESSFmc,ICHmc2,0.974488152
SBSwk1,ICHmw3,0.974468088
SBSwk2,SBSvk,0.974445186
ESSFvcw,ESSFwh1,0.974429539
ESSFvcw,CWHws2,0.974408552
ESSFmcw,ESSFmk,0.97440307
MSdc3,ESSFmh,0.974390488
ESSFdh1,ICHmw2,0.974379572
MHmm1,MHmm1,0.974351717
MSxk3,ICHmw5,0.974318209
ESSFmv4,SBSwk2,0.974311783
ESSFmw1,CWHds2,0.974285935
ICHmk5,ICHdw1,0.974265892
ESSFmv3,SBSwk2,0.974234801
ESSFdvp,ESSFdcw,0.974234024
MSxk3,IDFdc,0.974231592
ESSFdk2,ICHmw4,0.974218041
MSxk1,IDFww,0.974207755
ESSFmv3,ICHwk4,0.974207721
ESSFwcw,ESSFwm3,0.9741767
SBSmm,ICHmk2,0.974163737
ESSFwmp,ESSFwmw,0.974092507
SBSdh1,ICHmw3,0.974085911
MSdk,SBSmh,0.974072455
ESSFmmw,ESSFmm3,0.974069107
ESSFmc,SBSvk,0.974059996
ESSFdkp,ESSFdkw,0.974035078
ESSFwc2,ESSFwh3,0.974003652
ESSFmm3,ICHmw4,0.974000218
IDFdw,ICHxm1,0.973997544
ESSFdcw,ESSFmw1,0.973985349
ESSFdc2,ICHmw4,0.973983519
MSxk1,IDFdk2,0.973979023
MSdk,ICHmk2,0.973971785
MSxv,ICHmk1,0.973958955
SWBun,MHun,0.973933147
SWBmk,ICHwc,0.973922667
ESSFwmw,ESSFwm4,0.973906166
SBSmc1,ICHdk,0.973902369
ESSFxc2,SBSmm,0.973901248
MSxk3,ICHdm,0.973885478
ESSFmh,CWHds2,0.973879632
SBPSxc,SBSmh,0.973873929
ESSFdv2,ESSFmw,0.973834099
ICHmw5,CWHds1,0.973827884
ESSFmm1,SBSvk,0.973803952
ESSFmc,ICHwc,0.973785625
ICHwk1,ICHmw2,0.973740934
ESSFmm3,ESSFwc4,0.973734023
SBPSmc,ICHmk1,0.973727651
ESSFwmp,ESSFwm4,0.973709719
ESSFmcp,ESSFwc3,0.973699565
ESSFwc3,SBSvk,0.973655053
MSxv,SBSmw,0.973654645
SBSmm,CWHds2,0.973642534
ESSFwh2,ICHmk4,0.973629458
ESSFwh2,CWHms1,0.973621015
SBSmc1,CWHds2,0.973602262
ESSFmk,ICHvk1,0.973574638
SBSmm,SBSdh1,0.97350167
ICHmw1,ICHdw1,0.973475208
SBPSxc,ICHdw3,0.973460466
ESSFmk,ICHwk1,0.973406844
MSxv,ICHwk2,0.97338067
ESSFmv3,ICHwk3,0.973380453
MSdc1,CWHds2,0.97337689
MSdm2,ICHmw5,0.973350714
ESSFwm2,ESSFmh,0.973347596
ESSFmm3,ICHvk2,0.973302478
SBSwk3,ICHmc1,0.973302306
IDFdk1,IDFdh,0.973282846
ESSFvc,ICHmw4,0.973278248
ESSFxc2,SBSmc1,0.973273154
SBSmk1,ICHwk2,0.973265194
MSxk2,IDFdk3,0.973262075
ESSFmv1,SBSdw1,0.973250268
ESSFxc2,ICHmk2,0.973242794
CWHvh2,CWHvh1,0.973238295
SBPSmc,MSdm3,0.973221524
MSdm2,CWHds2,0.973193239
SBSmw,SBSmh,0.973172364
IDFdk2,IDFmw2,0.973140617
ESSFwh3,CWHms1,0.973137483
ESSFxc2,ICHwk2,0.973122247
MSdc2,ICHwk1,0.973087049
ESSFun,ICHvc,0.973075167
IDFdk5,ICHxw,0.97304267
IDFxc,IDFxx1,0.973029545
SBSmc2,SBSmh,0.973020096
ESSFdc3,ICHmm,0.973008171
ESSFdv1,ESSFmw2,0.972965648
ESSFxc1,MSxk1,0.972931224
ESSFwmw,ESSFwc2,0.972892009
ICHmm,CWHws1,0.972886021
ICHmk4,ICHmw4,0.972883874
ESSFxc3,MSdm1,0.972882242
ICHmk5,SBSmh,0.97287726
ESSFdk2,ESSFdk1,0.972860501
MSxv,ESSFdc3,0.972858911
CWHmm2,CWHms2,0.972854141
IDFdk4,ICHmk2,0.972853102
MSxk2,ICHdk,0.972839931
MSdc1,IDFdc,0.972810061
ESSFxc3,MSxk1,0.972806454
ESSFmcp,ESSFmv2,0.972792535
ICHmk3,CWHds2,0.972761734
MHwh,MHwh1,0.972710694
SBPSmk,ICHmw5,0.972707755
ESSFwc3,ESSFvc,0.972706717
SBSdh2,ICHwk2,0.972700101
SBSmk1,ICHmm,0.9726908
ESSFdv1,ESSFdc2,0.972666787
ESSFdv2,MSdc3,0.972662685
SBSwk3,ICHwk2,0.9726599
MSdc2,ICHdm,0.972653844
SBSdh2,ICHmw2,0.97258129
ESSFmv1,SBSdh1,0.972541909
IDFdm2,ICHdw1,0.972541398
ESSFmm2,ICHmk3,0.972523749
ESSFdc1,ICHmw3,0.972521069
ESSFwh2,ICHvk1,0.972519301
ESSFxcp,ESSFwm2,0.972489357
ESSFxc2,ESSFdh1,0.972449327
ESSFwmp,ESSFwcw,0.972406096
ESSFdk1,ESSFwh2,0.97240249
MHmmp,CWHwm,0.972391007
BWBSwk1,ICHvc,0.972365869
ESSFdcp,ESSFdcw,0.972359769
ESSFdk1,ICHmw2,0.972338507
IDFdk5,IDFxx2,0.972300782
ICHwk2,ICHmw2,0.972295624
ESSFwv,SBSvk,0.972293477
ESSFdh2,ICHdw1,0.972291772
ESSFxvw,MSdv,0.972287265
IDFxx2,IDFdh,0.972284965
ESSFwm4,ICHvk1,0.97226649
ESSFxc1,MSdc1,0.972251135
SBSwk2,ICHmc1,0.972245885
SBPSmk,ICHdw4,0.972240497
ESSFmv3,ESSFwk1,0.972219538
SBSmc2,ICHmw3,0.972214186
ESSFmvp,ESSFmm1,0.972196685
MSdm3,ICHmk2,0.972182018
CWHwh2,CWHms2,0.972172029
ESSFmm3,ESSFwk1,0.972163606
ESSFmmw,ESSFdc1,0.97215789
ESSFwvw,ESSFwk1,0.972128832
IDFdw,ESSFdh2,0.972124752
ESSFwh1,ICHwk1,0.972121386
MSdm1,ICHmk1,0.972113401
ESSFxc3,ESSFdc1,0.972106863
ESSFmm2,ICHmw3,0.97208019
CWHmm2,CWHds1,0.972044352
ESSFdkp,ESSFdcw,0.97203915
ICHmk5,ICHmw1,0.972009121
ESSFmv2,ICHwc,0.972000535
MSdk,ICHdk,0.971990216
MSdc3,ESSFmw1,0.971979021
ESSFmw1,ICHmw2,0.971949063
ESSFmm3,ICHwk2,0.971945283
MSdm3,CWHds2,0.971937529
ESSFdvp,ESSFmw1,0.971881667
CWHvh2,CWHvh3,0.971874038
MSdc3,ICHdm,0.97186392
ESSFdvp,ESSFxv2,0.971848872
SBSmk2,ICHmc2,0.971841223
ESSFwcp,ESSFwc4,0.971840736
ESSFxc2,ESSFwh1,0.971826321
ICHdw4,ICHxw,0.971823666
ESSFxc2,ICHmw2,0.971820135
ESSFdcp,ESSFmh,0.971807948
SBPSdc,ICHmw3,0.971796406
ESSFdkp,ESSFmm3,0.971779379
ESSFwc2,ICHwk3,0.971758274
MHwhp,MHmm1,0.971746258
SBPSxc,IDFmw2,0.9717431
ESSFdcw,ICHmk4,0.971729683
ESSFxcw,ESSFxc2,0.971641133
ESSFxv2,ESSFwm2,0.971607665
ESSFxc1,ICHmw5,0.97158932
MHwhp,CWHvh2,0.971571452
ESSFwk2,ICHwk4,0.97151671
ESSFxv1,ESSFmh,0.971512754
SBSwk2,ICHvk2,0.97151109
ESSFmcp,ESSFmkw,0.971508593
MSdk,ICHmk3,0.97150366
ICHmm,ICHmw2,0.97149625
IDFxm,IDFxx2,0.97147703
SBSmm,ICHmk4,0.971473316
ESSFdcw,ESSFwc4,0.971470937
SBPSmk,ICHmc2,0.971464401
ESSFvcw,MHmm2,0.971446512
MSdm1,ICHdw3,0.971441628
MHmm2,CWHwm,0.971441285
SBSmw,SBSdh1,0.971402684
ESSFdvw,ESSFdc1,0.971396638
ESSFxcw,ESSFmh,0.971386536
ESSFxc2,ICHmw4,0.97135371
MSdk,SBSdw1,0.971317171
ESSFmkw,ESSFwk1,0.971282945
ESSFxc2,ICHwk1,0.971278797
MHmmp,MHwhp,0.971273864
MSdc1,MSdm2,0.971266077
MSxk1,ICHdw1,0.971255648
SBSdw2,IDFmw2,0.971248839
MSdc2,ICHmw2,0.971248617
ESSFxv1,ESSFwh2,0.971241427
CWHwh1,CWHvh2,0.971233431
IDFdk4,SBSdh1,0.971225978
CWHms1,CWHdm,0.971207002
ESSFwvw,ICHwc,0.97120013
ICHdm,ICHmw3,0.971194967
ESSFwmw,ESSFwm2,0.971189119
ESSFwmw,ICHmw4,0.97118754
ESSFvc,CWHws2,0.971178909
ESSFwk1,CWHws1,0.971169977
MSdm2,ICHdw4,0.9711126
ICHmk4,ICHmw3,0.971091767
ICHwk4,ICHmw3,0.971080976
ESSFxv2,MSdv,0.971070333
ESSFdc1,ICHdm,0.971060333
ESSFwvw,CWHwm,0.971051996
ESSFxv2,ESSFwm4,0.971021589
ESSFdk2,ESSFvc,0.97099724
MSxk3,MSdw,0.970984044
ESSFwcw,ESSFwk1,0.970982658
SBSdw1,ICHxm1,0.970976957
ESSFxc3,ESSFdh2,0.970974486
SBPSxc,MSdm1,0.970971011
IDFdw,IDFdm1,0.970967365
ESSFdc1,ESSFwh1,0.970946151
ESSFxc2,ICHdk,0.970899124
ESSFmwp,ESSFdv2,0.970898149
MSdk,ICHdw1,0.970848352
IDFww1,IDFww1,0.970845422
ESSFxc2,ESSFwm4,0.970842185
SBSmw,ICHdw4,0.970837087
SBSdh2,ICHmc2,0.970831567
ESSFmv3,ESSFmv2,0.970796241
ESSFdcp,ESSFwk1,0.970777427
IDFdk1,IDFxx2,0.970771342
CWHds1,CWHxm2,0.970766574
ESSFxc3,SBSmm,0.970764991
IDFdk3,IDFdk5,0.970759785
ESSFwmw,ESSFwm1,0.970756857
MSxk2,IDFmw2,0.97074687
MSdc3,MSdm2,0.970745823
ESSFdk1,ESSFmh,0.970735149
MSdm1,ICHmw3,0.970710673
ICHmw1,ICHmw5,0.970705149
CWHms2,CWHms2,0.970702964
MSxk2,ICHmw5,0.970698431
SBSmc1,SBSdh1,0.970687026
ESSFwh2,ICHmw5,0.970668648
MSxv,MSdw,0.970612706
ESSFdh2,CWHds2,0.970601706
ESSFxcw,MSdc1,0.970592258
IDFdk2,IDFdm1,0.970589414
ESSFmcp,ESSFwvw,0.9705891
MSdm3,ICHdm,0.970567687
ESSFmmp,ESSFwm3,0.97056187
MSdm2,ESSFdh2,0.970547442
ESSFmm1,ESSFwk1,0.970547272
IDFdk4,SBSdw1,0.970509563
ESSFmm2,ESSFwh1,0.9704896
MSdv,ESSFmh,0.970479012
MSxv,SBSdh1,0.97046341
SBPSmk,SBSdw2,0.970458235
ESSFxv2,ESSFdv1,0.97042439
ESSFdc1,ESSFwh3,0.970400291
SBSdh2,SBSmh,0.970391368
MSdm2,ICHmk1,0.970388736
ESSFxv1,ESSFdc2,0.970384072
BWBSwk1,ICHmc2,0.970370166
MSxk2,SBSdw1,0.970368273
CWHwh1,CWHms2,0.970364315
ESSFmv3,ESSFwv,0.970349969
MSxk2,IDFdm2,0.970345608
IDFdm1,ICHdw4,0.970332334
ESSFwm4,ICHmw3,0.970330603
SBSwk2,ICHvc,0.970319753
ESSFwm4,ESSFwh3,0.970301987
ESSFmv2,ESSFwk1,0.970250671
SBSwk1,CWHws1,0.970234781
ESSFmcp,ESSFwk2,0.970230736
MSdv,MSdc3,0.970208952
ESSFwk1,ICHvk2,0.970181709
SBSdh2,ICHwk1,0.970178213
ESSFdc2,ICHmw3,0.970166655
MSxv,ICHmw1,0.970147723
ESSFwvp,ESSFwv,0.970144336
ICHmw2,ICHdw1,0.970134246
MSxk2,ESSFdh2,0.97012512
SBSdh2,ICHmw1,0.970115831
ICHwk1,ICHmw3,0.970114722
ESSFdkp,ESSFwk1,0.970109734
ICHdk,CWHds2,0.970081508
ESSFmcw,ICHwk4,0.970062461
ESSFmmw,ESSFwm4,0.970057619
MSdm2,ICHxm1,0.970030542
SBSmm,SBSdw1,0.969999591
ESSFwh1,ICHvk1,0.96999898
ESSFmw2,CWHds2,0.969970473
ESSFunp,SWBvk,0.969958569
ICHmk5,MSdw,0.969956132
MSxk2,ICHxm1,0.969951241
ESSFxc1,ICHdm,0.969916552
MSdc2,ESSFmw1,0.969912904
ESSFdc3,ICHwk4,0.969898709
ESSFmcw,ICHvk2,0.969893266
ICHxm1,ICHdw4,0.969882131
ESSFwvw,MHmm2,0.969861264
ESSFmv1,ICHmk2,0.969860183
ICHmk3,ICHdw1,0.969848777
ESSFvcw,ESSFwc2,0.969826935
ESSFmm3,ESSFwm1,0.969819571
SBSmc3,MSdm3,0.969802195
SBSwk2,ICHwk4,0.969791882
SBSwk2,ICHmm,0.969751729
SBSwk1,ICHwk1,0.9697418
ESSFxc1,ESSFmh,0.96974118
SBPSdc,IDFmw2,0.969729374
ESSFwc2,ICHwk4,0.969729193
ESSFxvw,ESSFdcw,0.969715499
SBSwk1,ICHwk3,0.96968124
ESSFxvw,ESSFmk,0.969677728
ESSFwmw,ICHvk1,0.969613214
ESSFwk1,ICHwk2,0.969609841
MSxv,ICHmk5,0.969591677
SBSwk1,ICHwk2,0.969572046
MSxk1,MSdm1,0.969555241
ESSFdv2,ESSFdc1,0.96955155
SBSdw1,ICHdw1,0.969548126
ESSFvc,ICHwk1,0.969545658
ESSFdc2,MSdw,0.969536319
ESSFxcp,ESSFxc3,0.969507813
ESSFwcw,ICHvk1,0.969503673
ESSFwmp,ESSFdcw,0.969483821
MSdm3,SBSdh1,0.969473817
SWBmk,ICHvc,0.969466364
CWHvm2,CWHvh3,0.969464716
ESSFmmw,ESSFwh2,0.969453295
IDFxh2,ICHxm1,0.969448884
MSxk1,MSdm2,0.969406841
ESSFwm2,ICHmw2,0.969396832
SBSmm,MSdw,0.969354259
ESSFmm2,ICHmk4,0.96934792
SBSdw3,ICHmw3,0.969347466
ESSFxc1,ESSFmw1,0.969338056
ESSFxvp,ESSFxv1,0.969316352
ESSFdc3,SBSmc1,0.969312352
SBPSmc,ICHmw1,0.969307461
ESSFmh,CWHds1,0.969294787
CWHms1,CWHmm2,0.969272671
IDFww,ICHxw,0.969250718
ESSFmmp,ESSFwc3,0.969248624
IDFdk4,ICHmk1,0.96924814
ESSFxvw,ESSFxv1,0.96922898
MSxv,SBSdh2,0.969221259
ICHdm,ICHdw4,0.96919749
MSxv,ICHmw5,0.969167454
MSdm1,ICHxw,0.969159061
ESSFwvw,CWHws2,0.96911218
ICHdk,ICHmw5,0.969092562
ESSFmww,ESSFmh,0.969068541
SBSmk1,SBSwk1,0.96906408
ESSFmv3,ESSFwk2,0.969058585
ESSFwc3,ICHwk3,0.969040741
MSdc2,ICHmk3,0.969033876
ESSFwcp,ESSFwcw,0.969028754
CWHmm1,CWHxm1,0.969024913
MSxv,SBPSmk,0.969010763
ESSFdc1,ICHvk1,0.96897845
ESSFmm1,ESSFwh1,0.968964077
ICHvk2,CWHws1,0.96895897
IDFdk5,IDFdm1,0.968946842
MSxv,ICHdm,0.968937322
ESSFxv2,ESSFwh2,0.968923213
SBPSxc,IDFdc,0.968894855
ICHmm,ICHvk1,0.968889072
SBSwk3,SBSwk1,0.968880334
SBPSxc,ICHmk3,0.968870613
ESSFdk2,ESSFdc1,0.968870545
ICHmk5,ICHmk2,0.968847175
MSxv,ICHmm,0.968832972
ESSFxc2,ESSFdc1,0.968800091
SWBmks,ESSFmv2,0.968795049
ESSFmcp,ESSFmm1,0.968794534
ESSFvc,CWHms1,0.968781067
ESSFmww,CWHms1,0.96877902
ESSFdkw,ESSFmm3,0.968775699
ESSFmv4,SBSvk,0.968775357
SBSmc3,ICHmm,0.968754017
ESSFxvp,ESSFmk,0.968738852
ESSFmwp,ESSFdc1,0.968706324
IDFxc,IDFxh1,0.968682946
ESSFdcw,ICHwk1,0.968673883
SBPSxc,ESSFdh2,0.96866687
SBSdw2,SBSdw1,0.968653826
ESSFvcw,ICHvk1,0.968592368
ESSFmv1,ICHvc,0.968570828
MSdc3,ICHmk1,0.968540402
IDFxw,IDFdm2,0.968534261
SBSmc1,ICHmk4,0.96851909
ESSFvcp,ESSFwcw,0.968512633
MSdm3,IDFmw2,0.968510759
ESSFmv1,SBSdh2,0.968509419
MHmmp,MHwh1,0.968492214
ICHmw1,ICHdw4,0.968486703
SBSdk,SBSmw,0.968453526
ESSFdc3,ESSFwh2,0.968442295
ESSFdvp,MSdc2,0.968441203
ICHmw3,ICHdw1,0.96842554
ESSFmv2,ICHmc1,0.968409912
ESSFdkw,ESSFmm1,0.96840565
MSdc2,MSdm1,0.96838904
SBSmk1,ICHmw3,0.968383659
ICHwk2,ICHdw3,0.96835586
ESSFwc2,ICHvk2,0.968327309
ESSFxv2,ESSFdc3,0.968325183
ESSFwmw,ESSFdc1,0.968316885
ESSFxv2,ESSFmh,0.968302295
MSxk2,MSdm2,0.968298453
ESSFdh1,CWHds1,0.968288024
MSdc2,ICHmw3,0.968275755
ESSFdc3,ICHvk1,0.968261587
ESSFmmw,ESSFwmw,0.968261471
ESSFmvp,ESSFmcw,0.968230123
MHwhp,MHwh,0.968228522
ESSFdkw,ESSFvcw,0.968226484
ESSFmc,CWHws2,0.968222168
ESSFmk,ICHmm,0.968196899
ESSFwm4,ICHmw5,0.968183862
ESSFmm3,ESSFdk1,0.968171273
ESSFxc3,ESSFdv1,0.968158438
ESSFmcw,CWHws2,0.968151338
SBSmc3,ICHmw1,0.96812226
MSxk1,ESSFdh1,0.968109737
ESSFxv1,ESSFwm4,0.968055458
ESSFdc3,SBSmm,0.968045712
SBSwk3,ICHmm,0.968031719
MSdc3,MSdc1,0.968030349
ESSFwmw,ESSFdk1,0.968016274
MSdk,ICHmk4,0.968010641
MSdc3,ICHmw2,0.967995209
IDFxm,IDFdm1,0.967950365
IDFdk3,SBSdh1,0.967941021
ESSFxcp,ESSFdvw,0.967936699
ESSFxv1,MSdc2,0.967929518
ESSFdv1,MSxk1,0.967923528
IDFdk1,ICHdw4,0.967916262
ESSFwc3,ESSFwc2,0.967913066
MSdc3,MSdm1,0.967868713
SBSdw1,IDFmw2,0.967854336
CWHmm1,CWHvm1,0.96785339
ESSFmv2,SBSwk1,0.967852723
MSdc2,ICHwk2,0.967850071
SBSwk3,ICHmk3,0.967827189
ESSFwc2,ESSFvc,0.967822357
IDFxc,IDFxc,0.967798414
MSxv,MSdk,0.967794546
ESSFdk2,SBSmc1,0.967790875
SBSdw1,SBSdh1,0.9677847
IDFdw,IDFdm2,0.967775672
ESSFdc3,CWHds2,0.967767606
ICHmk2,ICHmk1,0.96773823
SBSmc3,SBSdh2,0.967725809
ESSFmcw,MHmm2,0.967716757
MHmm1,CWHvh3,0.967694127
IDFdw,ICHmk1,0.967693353
MSdk,ICHmw1,0.96768538
SBSdk,IDFmw2,0.967675439
MSdk,ICHwk2,0.967663426
IDFdk2,IDFxh1,0.967662086
ESSFmvp,ESSFmkw,0.967660374
ESSFxc3,ESSFxc2,0.967659687
ESSFmmw,ESSFdk2,0.967631816
SBSdk,SBSdw2,0.96762857
ESSFvcw,ESSFwc4,0.967608891
ESSFwmp,ESSFwh2,0.967607973
ESSFmw,ESSFwh1,0.96759774
MSdm3,ICHdk,0.967588369
MSdm2,ICHmw2,0.967583115
SBSmc1,ICHmk2,0.96758207
SBSmc2,ICHmm,0.967581923
SBSmk1,SBSmw,0.967577574
SBPSmc,ICHmw3,0.967573529
ESSFxc3,SBSmc1,0.967521974
ESSFmcw,SBSvk,0.967518215
SBSdw2,ICHxm1,0.967501861
ESSFmm3,ESSFdc1,0.967483408
ESSFdk2,ESSFwc4,0.967476879
MSxk3,SBSmm,0.967431342
SBPSmk,ICHmw2,0.967427637
SWBmks,ESSFwvw,0.967417339
ICHdk,ICHxm1,0.967414533
IDFdk3,ICHmk1,0.967400539
ICHdk,SBSmh,0.967390593
ESSFxc3,MSdv,0.967374643
ESSFdvw,MSdv,0.967371831
ESSFmkp,ESSFwk1,0.967371127
ESSFmkw,ESSFvc,0.967357921
ESSFxcw,ESSFdv2,0.967347787
ESSFxc2,ESSFmw1,0.967321581
MSxk1,IDFdm1,0.967315531
ESSFxvp,ESSFwc4,0.967296226
IDFxx1,IDFxx1,0.967290205
ESSFmw1,ICHmw4,0.967287501
IDFxw,IDFdm1,0.967287234
SBSmc3,ICHmk1,0.967284127
ESSFxvw,ESSFxc2,0.967273186
ESSFxc2,ICHmw3,0.967269443
MHmmp,MHmm2,0.96725988
ESSFwm1,ESSFwh2,0.967213772
ESSFxcw,ESSFdc3,0.967203467
ESSFdk1,ICHmw3,0.967203141
BWBSdk,SBSmk2,0.967198255
SBSmc1,ICHdm,0.967169946
IDFww,IDFww,0.967167098
ESSFdk2,MSdw,0.967166336
ESSFxc2,MSdm3,0.967159591
ESSFdc2,ICHmk4,0.967158899
SBPSxc,ICHmw1,0.967152727
SBPSdc,IDFdk5,0.967146323
ESSFxcw,MSxk1,0.967125193
MSxv,SBSdw2,0.967123705
ESSFwcp,ESSFwm3,0.967121732
PPxh1,PPxh1,0.967119522
ESSFwc2,CWHms1,0.967095085
ESSFmc,ESSFwk1,0.967048985
CWHws1,CWHws1,0.966993475
SBPSxc,SBSmw,0.966948592
ESSFmc,ICHmk3,0.966929062
IDFdk1,ICHxw,0.966914732
MSdc2,ICHmk2,0.966910676
ICHdk,SBSdh1,0.966910084
ESSFxv1,ESSFwm2,0.96690849
ESSFwm1,ICHmw2,0.966893543
ESSFmcw,ESSFmm1,0.966873858
ESSFxv2,ESSFxc2,0.966873382
MSdc1,ICHmw5,0.966861766
CWHms1,CWHms1,0.966852595
ESSFmcw,ICHwk3,0.966834691
MSxv,MSdm2,0.966808742
SBSmc1,ICHmk1,0.966780423
MSdc2,ESSFwh2,0.966778599
ESSFxcp,ESSFdc3,0.966760739
ESSFdv1,ESSFmh,0.966715512
